t_sec,alpha_x,alpha_y,alpha_z,omega_z_abs,residual_rms,a_c_x,a_c_y,a_c_z,s1_raw_x,s1_raw_y,s1_raw_z,s1_cal_x,s1_cal_y,s1_cal_z,s1_disk_x,s1_disk_y,s1_disk_z,s2_raw_x,s2_raw_y,s2_raw_z,s2_cal_x,s2_cal_y,s2_cal_z,s2_disk_x,s2_disk_y,s2_disk_z,s3_raw_x,s3_raw_y,s3_raw_z,s3_cal_x,s3_cal_y,s3_cal_z,s3_disk_x,s3_disk_y,s3_disk_z,s4_raw_x,s4_raw_y,s4_raw_z,s4_cal_x,s4_cal_y,s4_cal_z,s4_disk_x,s4_disk_y,s4_disk_z
9.4607,-0.061487,-1.544368,-3.438408,1.073437,0.055635,-0.346293,-0.852187,9.755599,-0.0078,-0.1092,0.9828,0.01044,-0.10291,0.9913,0.1024,-1.00919,9.72129,0.0702,-0.0351,0.9477,0.03086,-0.06836,1.02576,-0.55485,-1.35195,9.97972,0.0117,-0.0702,0.975,0.04053,-0.08477,0.99326,-0.65619,-0.69754,9.73703,0.0195,-0.0039,0.9828,0.05377,-0.02804,0.97651,-0.27654,-0.35007,9.58436
9.4846,0.445946,0.997159,0.531552,1.231999,0.065273,-0.126629,-0.869563,9.753345,-0.039,-0.1014,0.9867,-0.01948,-0.09522,0.99531,-0.19101,-0.93377,9.76061,0.0273,-0.0156,0.9126,-0.01087,-0.04962,0.99041,-0.37947,-0.90674,9.67553,-0.0546,-0.0741,0.9633,-0.02374,-0.0885,0.98146,-0.02489,-0.62497,9.64645,-0.0468,-0.0429,1.0218,-0.01115,-0.0661,1.01574,0.08886,-1.01277,9.9308
9.5084,-0.997336,1.460301,7.671811,1.131519,0.050594,0.021977,-0.81199,9.75844,-0.1092,-0.1014,0.975,-0.0868,-0.09522,0.98328,-0.85119,-0.93377,9.64265,-0.0897,0.0039,0.8892,-0.12469,-0.03087,0.96683,-0.21065,0.22954,9.55965,-0.1599,-0.0702,0.9867,-0.12582,-0.08477,1.00505,0.97107,-0.66757,9.89797,-0.1365,-0.0507,1.0296,-0.09899,-0.07371,1.02359,0.17869,-1.87617,9.93348
9.5323,-0.377787,1.261803,2.875228,0.937943,0.095614,-0.100341,-0.73805,9.714939,-0.0585,-0.0819,0.9711,-0.03818,-0.07599,0.97927,-0.3744,-0.74521,9.60334,-0.0312,0.0039,0.9009,-0.06778,-0.03087,0.97862,-0.20317,-0.33748,9.61667,-0.0702,-0.0819,0.9672,-0.03887,-0.09598,0.98539,0.11993,-0.55424,9.70005,-0.078,-0.039,1.0257,-0.0417,-0.06229,1.01967,0.05628,-1.31527,9.9397
9.5561,-1.310148,-0.513159,-2.522071,0.65935,0.042638,-0.29619,-0.66149,9.769,-0.0078,-0.0819,0.9711,0.01044,-0.07599,0.97927,0.1024,-0.74521,9.60334,0.0234,-0.0156,0.9282,-0.01466,-0.04962,1.00612,-0.37817,-0.88571,9.83265,0.0117,-0.078,0.9945,0.04053,-0.09224,1.01292,-0.66321,-0.65501,9.93873,0.0195,-0.0078,0.9945,0.05377,-0.03185,0.98828,-0.24578,-0.36002,9.70128
9.5799,-1.68584,-1.980194,-9.282316,1.068876,0.066667,-0.453609,-0.728043,9.747879,0.0663,-0.1014,0.9555,0.0815,-0.09522,0.96323,0.79926,-0.93377,9.44606,0.117,-0.0429,0.9633,0.07639,-0.07585,1.04148,-0.62169,-1.81285,10.08737,0.117,-0.0819,0.9906,0.14261,-0.09598,1.00899,-1.66374,-0.64224,9.87764,0.1053,0.0,0.975,0.13779,-0.02423,0.96866,-0.32826,0.47669,9.58044
9.6037,0.645295,-1.140223,-3.62346,1.201756,0.063673,-0.373513,-0.812686,9.643483,0.0,-0.1092,0.975,0.01792,-0.10291,0.98328,0.17575,-1.00919,9.64265,0.0624,-0.039,0.936,0.02328,-0.07211,1.01398,-0.59372,-1.26641,9.87286,0.0273,-0.078,0.9477,0.05565,-0.09224,0.96573,-0.80041,-0.58778,9.47746,0.0156,-0.0039,0.9828,0.04995,-0.02804,0.97651,-0.27568,-0.38736,9.58096
9.6276,0.770324,0.169744,-0.084094,1.2995,0.050291,-0.059685,-0.933211,9.750606,-0.0234,-0.117,0.9906,-0.00452,-0.1106,0.99931,-0.04431,-1.08461,9.79993,0.039,-0.0078,0.9243,0.00051,-0.04212,1.00219,-0.30344,-1.02883,9.77816,-0.0546,-0.0702,0.9594,-0.02374,-0.08477,0.97753,-0.02275,-0.65518,9.60272,-0.0429,-0.0468,1.0101,-0.00733,-0.0699,1.00397,0.13175,-0.96422,9.82161
9.6514,0.068102,1.839401,8.644289,1.189484,0.036259,-0.031433,-0.897724,9.733428,-0.1326,-0.1131,0.9867,-0.10924,-0.10675,0.99531,-1.07125,-1.0469,9.76061,-0.0858,0.0,0.8814,-0.12089,-0.03462,0.95898,-0.24785,0.20008,9.47952,-0.1716,-0.0663,0.9711,-0.13717,-0.08103,0.98933,1.08709,-0.67662,9.74318,-0.156,-0.0429,1.0335,-0.11809,-0.0661,1.02751,0.10629,-2.06746,9.95041
9.6753,-1.407024,1.46794,3.597815,0.867564,0.068287,-0.018644,-0.743607,9.775027,-0.0663,-0.0897,0.9711,-0.04566,-0.08368,0.97927,-0.44775,-0.82063,9.60334,-0.0312,0.0,0.897,-0.06778,-0.03462,0.97469,-0.24036,-0.33393,9.57872,-0.1209,-0.0702,0.9945,-0.08802,-0.08477,1.01292,0.59878,-0.69038,9.96353,-0.0585,-0.0351,1.0257,-0.02261,-0.05849,1.01967,0.01475,-1.12948,9.95452
9.6990,-1.450633,-0.93576,-2.835404,0.587115,0.04948,-0.277657,-0.675383,9.806122,-0.0039,-0.0819,0.9711,0.01418,-0.07599,0.97927,0.13908,-0.74521,9.60334,0.0273,-0.0078,0.9399,-0.01087,-0.04212,1.01791,-0.30296,-0.9338,9.943,0.0195,-0.078,0.9984,0.04809,-0.09224,1.01685,-0.73822,-0.66315,9.9747,0.0195,-0.0117,0.9945,0.05377,-0.03565,0.98828,-0.20853,-0.35937,9.70345
9.7229,-0.962696,-0.901669,-8.787442,0.952353,0.084679,-0.398239,-0.756065,9.705062,0.0585,-0.0897,0.9555,0.07402,-0.08368,0.96323,0.7259,-0.82063,9.44606,0.1326,-0.0351,0.9516,0.09157,-0.06836,1.02969,-0.54782,-1.94799,9.95625,0.0975,-0.0819,0.9711,0.12371,-0.09598,0.98933,-1.47394,-0.60698,9.69251,0.0936,-0.0039,0.9906,0.12634,-0.02804,0.98436,-0.2971,0.35134,9.72542
9.7466,1.587538,-0.347909,-4.830128,1.275803,0.049772,-0.374945,-0.851654,9.717238,0.0039,-0.1053,0.9984,0.02166,-0.09906,1.00733,0.21243,-0.97148,9.87856,0.0936,-0.039,0.9321,0.05363,-0.07211,1.01005,-0.59085,-1.55844,9.80365,0.0468,-0.078,0.9477,0.07456,-0.09224,0.96573,-0.98563,-0.59322,9.47215,0.0273,-0.0195,0.9945,0.06141,-0.04326,0.98828,-0.13573,-0.28348,9.71459
9.7704,0.746084,0.170643,2.682987,1.319937,0.074647,-0.104007,-0.958151,9.731321,-0.0585,-0.1209,0.9867,-0.03818,-0.11444,0.99531,-0.3744,-1.12232,9.76061,0.0039,-0.0195,0.9204,-0.03363,-0.05336,0.99826,-0.41785,-0.69316,9.77569,-0.0936,-0.0663,0.9555,-0.06155,-0.08103,0.9736,0.34984,-0.67452,9.56961,-0.0819,-0.0351,1.014,-0.04552,-0.05849,1.0079,0.02637,-1.34261,9.81937
9.7942,-0.073052,1.198372,7.737338,1.215775,0.019606,-0.030706,-0.890067,9.733458,-0.1248,-0.1131,0.9828,-0.10176,-0.10675,0.9913,-0.9979,-1.0469,9.72129,-0.0741,0.0,0.8931,-0.10951,-0.03462,0.97076,-0.24533,0.07709,9.58288,-0.1599,-0.0663,0.9711,-0.12582,-0.08103,0.98933,0.97595,-0.67989,9.73999,-0.1404,-0.0468,1.0257,-0.10281,-0.0699,1.01967,0.14445,-1.91057,9.88967
9.8180,-2.018522,1.569077,2.720954,1.042854,0.080883,-0.076303,-0.700942,9.761158,-0.0702,-0.1014,0.9555,-0.0494,-0.09522,0.96323,-0.48443,-0.93377,9.44606,-0.0312,0.0,0.9009,-0.06778,-0.03462,0.97862,-0.23993,-0.33793,9.61704,-0.0975,-0.0741,0.9945,-0.06533,-0.0885,1.01292,0.37528,-0.66073,9.96281,-0.0312,-0.039,1.0296,0.00413,-0.06229,1.02359,0.04386,-0.87134,10.01872
9.8418,-1.487717,-0.247659,-7.023357,0.984307,0.070258,-0.141394,-0.727422,9.753879,0.0663,-0.0897,0.9633,0.0815,-0.08368,0.97125,0.79926,-0.82063,9.5247,0.1092,-0.0156,0.936,0.0688,-0.04962,1.01398,-0.36823,-1.70776,9.82433,0.0351,-0.0858,0.9906,0.06321,-0.09971,1.00899,-0.88702,-0.58322,9.90556,0.078,-0.0234,0.9945,0.11106,-0.04707,0.98828,-0.10959,0.20193,9.76093
9.8657,-1.28444,-1.585472,-6.504562,1.225881,0.053349,-0.431854,-0.813018,9.715795,0.0273,-0.1014,0.9594,0.0441,-0.09522,0.96724,0.43249,-0.93377,9.48538,0.1053,-0.0507,0.9516,0.06501,-0.08335,1.02969,-0.69773,-1.69076,9.98474,0.0702,-0.0819,0.9828,0.09724,-0.09598,1.00112,-1.21737,-0.61726,9.8142,0.0546,-0.0078,0.9789,0.08815,-0.03185,0.97259,-0.24481,-0.01028,9.57886
9.8895,0.402706,-2.210768,-2.150205,1.369002,0.10554,-0.359286,-1.026016,9.7244,-0.0078,-0.1209,0.9828,0.01044,-0.11444,0.9913,0.1024,-1.12232,9.72129,0.0663,-0.0546,0.9555,0.02707,-0.0871,1.03362,-0.73818,-1.32518,10.06203,0.0078,-0.0663,0.9633,0.03675,-0.08103,0.98146,-0.61517,-0.71473,9.6182,-0.0429,-0.0117,0.9789,-0.00733,-0.03565,0.97259,-0.1862,-0.94184,9.49608
9.9132,0.751524,-0.980101,6.546141,1.366647,0.07716,-0.292167,-1.033869,9.736402,-0.1443,-0.1248,0.9867,-0.12046,-0.11829,0.99531,-1.18128,-1.16003,9.76061,-0.039,-0.0273,0.9321,-0.07537,-0.06086,1.01005,-0.49461,-0.29901,9.93384,-0.1092,-0.0624,0.9555,-0.07667,-0.0773,0.9736,0.49925,-0.70634,9.56822,-0.1482,-0.0312,1.0062,-0.11045,-0.05468,1.00005,0.00798,-1.9701,9.68294
9.9372,-1.114291,1.071352,5.622971,1.159784,0.063555,-0.022,-0.922672,9.697521,-0.0936,-0.1092,0.9672,-0.07184,-0.10291,0.97526,-0.70449,-1.00919,9.56402,-0.0429,0.0078,0.8931,-0.07916,-0.02712,0.97076,-0.16851,-0.21804,9.55126,-0.1209,-0.0702,0.9828,-0.08802,-0.08477,1.00112,0.60153,-0.67248,9.84928,-0.1287,-0.0507,1.0179,-0.09135,-0.07371,1.01182,0.18347,-1.79098,9.82553
9.9625,-1.675086,3.033859,-5.931274,1.078703,0.03866,-0.037207,-0.665795,9.735576,0.0507,-0.0897,0.9633,0.06654,-0.08368,0.97125,0.65255,-0.82063,9.5247,0.0897,0.0039,0.8853,0.04983,-0.03087,0.96291,-0.1921,-1.46859,9.34371,0.0195,-0.0897,0.9945,0.04809,-0.10345,1.01292,-0.74097,-0.54866,9.95352,0.078,-0.0507,1.0296,0.11106,-0.07371,1.02359,0.13169,0.1747,10.12038
9.9890,-1.190797,-0.264461,-6.961024,1.386707,0.039063,-0.196233,-0.725843,9.740824,0.0585,-0.1053,0.9672,0.07402,-0.09906,0.97526,0.7259,-0.97148,9.56402,0.0975,-0.0312,0.9321,0.05742,-0.06461,1.01005,-0.51692,-1.59455,9.79906,0.0507,-0.0897,0.9867,0.07834,-0.10345,1.00505,-1.0355,-0.54543,9.86886,0.078,-0.039,0.9906,0.11106,-0.06229,0.98436,0.04159,0.20809,9.73136
10.0132,0.216848,-2.556322,-2.833387,1.493698,0.05593,-0.434247,-0.932573,9.696132,-0.0195,-0.1287,0.975,-0.00078,-0.12214,0.98328,-0.00763,-1.19774,9.64265,0.0624,-0.0585,0.9594,0.02328,-0.09085,1.03755,-0.77492,-1.29261,10.10458,0.0234,-0.0741,0.9594,0.05187,-0.0885,0.97753,-0.76488,-0.64077,9.58714,-0.0078,-0.0117,0.9711,0.02704,-0.03565,0.96474,-0.18955,-0.59917,9.45016
10.0364,1.530552,-1.842206,6.354656,1.523619,0.095766,-0.537933,-1.097637,9.720469,-0.1794,-0.1365,0.9984,-0.15412,-0.12983,1.00733,-1.51137,-1.27316,9.87856,-0.0195,-0.0585,0.9399,-0.0564,-0.09085,1.01791,-0.78573,-0.49559,9.99409,-0.0897,-0.0624,0.9477,-0.05777,-0.0773,0.96573,0.31585,-0.69985,9.48674,-0.1443,-0.0117,0.9906,-0.10663,-0.03565,0.98436,-0.17048,-1.92195,9.52248
10.0628,-1.242342,0.176075,3.812727,1.286488,0.092529,-0.115611,-0.885058,9.769374,-0.1053,-0.1209,0.9672,-0.08306,-0.11444,0.97526,-0.81452,-1.12232,9.56402,-0.0156,0.0,0.9204,-0.0526,-0.03462,0.99826,-0.23613,-0.50591,9.79317,-0.1014,-0.0702,0.9867,-0.06911,-0.08477,1.00505,0.41538,-0.68389,9.88206,-0.0702,-0.0507,1.014,-0.03407,-0.07371,1.0079,0.17282,-1.22812,9.83825
10.0869,-1.416135,3.97551,-5.727135,1.091112,0.087121,0.163716,-0.624416,9.731084,0.0975,-0.078,0.9633,0.11142,-0.07215,0.97125,1.09267,-0.7075,9.5247,0.0702,0.0117,0.8736,0.03086,-0.02338,0.95112,-0.12194,-1.2707,9.24734,0.0039,-0.0936,0.9867,0.03297,-0.10718,1.00505,-0.59218,-0.49621,9.88723,0.0585,-0.0663,1.0452,0.09197,-0.08893,1.03928,0.27631,-0.02326,10.26507
10.1090,-1.864419,1.453327,-6.026745,1.349107,0.090132,-0.070387,-0.716348,9.753628,0.0351,-0.0936,0.9594,0.05158,-0.08753,0.96724,0.50584,-0.85834,9.48538,0.1053,-0.0039,0.9126,0.06501,-0.03837,0.99041,-0.26095,-1.64545,9.5972,0.0273,-0.0975,0.9945,0.05565,-0.11092,1.01292,-0.81751,-0.47849,9.96267,0.0702,-0.0663,1.014,0.10342,-0.08893,1.0079,0.29107,0.11689,9.96925
10.1311,-1.335684,0.019506,-1.197402,1.439705,0.030359,-0.293517,-0.901577,9.741871,-0.0273,-0.1287,0.9672,-0.00826,-0.12214,0.97526,-0.08098,-1.19774,9.56402,0.0351,-0.0351,0.9204,-0.00328,-0.06836,0.99826,-0.56157,-0.99097,9.74626,-0.0078,-0.078,0.9906,0.02163,-0.09224,1.00899,-0.47707,-0.64361,9.90595,-0.0234,-0.0273,1.0023,0.01176,-0.05087,0.99613,-0.05445,-0.77399,9.75125
10.1530,1.131786,-3.541225,5.104405,1.458496,0.0767,-0.527832,-1.060524,9.790652,-0.1638,-0.1404,1.0023,-0.13916,-0.13367,1.01134,-1.36467,-1.31087,9.91788,-0.0195,-0.0507,0.9672,-0.0564,-0.08335,1.04541,-0.70922,-0.52265,10.26157,-0.0702,-0.0585,0.9633,-0.03887,-0.07356,0.98146,0.12819,-0.76532,9.62814,-0.117,-0.0117,0.9711,-0.0799,-0.03565,0.96474,-0.16563,-1.64325,9.35501
10.1749,-0.510956,-2.304973,5.096055,1.162489,0.094539,-0.402083,-1.093203,9.774681,-0.1521,-0.1365,0.975,-0.12794,-0.12983,0.98328,-1.25464,-1.27316,9.64265,-0.0117,-0.0234,0.9555,-0.04881,-0.05711,1.03362,-0.45239,-0.58154,10.13634,-0.0858,-0.0507,0.9789,-0.05399,-0.06609,0.99719,0.27515,-0.85719,9.77346,-0.117,-0.0117,0.9906,-0.0799,-0.03565,0.98436,-0.17646,-1.66093,9.54627
10.1968,-0.299258,1.175966,0.17616,1.159606,0.017487,-0.100214,-0.832435,9.718821,-0.0351,-0.1092,0.9789,-0.01574,-0.10291,0.98729,-0.15434,-1.00919,9.68197,0.0195,0.0,0.9009,-0.01846,-0.03462,0.97862,-0.23457,-0.81896,9.56684,-0.0468,-0.0741,0.975,-0.01618,-0.0885,0.99326,-0.10173,-0.64505,9.75858,-0.0312,-0.0429,1.014,0.00413,-0.0661,1.0079,0.08977,-0.85655,9.86789
10.2189,-2.262559,2.860345,-7.036981,1.186871,0.036563,0.036613,-0.737246,9.76896,0.0741,-0.0936,0.9594,0.08898,-0.08753,0.96724,0.87261,-0.85834,9.48538,0.1131,0.0078,0.8931,0.0726,-0.02712,0.97076,-0.15201,-1.69814,9.39681,0.0312,-0.0897,1.0062,0.05943,-0.10345,1.02471,-0.85486,-0.56982,10.0646,0.078,-0.0663,1.0296,0.11106,-0.08893,1.02359,0.2807,0.17732,10.12905
10.2408,-1.998168,2.233203,-4.085755,1.331212,0.029482,0.003169,-0.76139,9.752662,0.0351,-0.1014,0.9594,0.05158,-0.09522,0.96724,0.50584,-0.93377,9.48538,0.0702,0.0,0.897,0.03086,-0.03462,0.97469,-0.22963,-1.296,9.47833,0.0,-0.0897,0.9984,0.02919,-0.10345,1.01685,-0.55666,-0.54919,9.99691,0.0312,-0.0663,1.0257,0.06523,-0.08893,1.01967,0.29312,-0.2666,10.05003
10.2627,-0.730338,-0.127257,-0.33569,1.404614,0.051504,-0.282972,-0.868254,9.736049,-0.0546,-0.1248,0.9711,-0.03444,-0.11829,0.97927,-0.33772,-1.16003,9.60334,0.0273,-0.0273,0.9243,-0.01087,-0.06086,1.00219,-0.48845,-0.92006,9.79157,-0.0234,-0.0741,0.9789,0.0065,-0.0885,0.99719,-0.32492,-0.65754,9.7903,-0.0195,-0.0351,1.0023,0.01558,-0.05849,0.99613,0.0192,-0.73539,9.75899
10.2847,0.315415,-3.31402,8.612679,1.431753,0.044508,-0.369845,-1.065322,9.747312,-0.1794,-0.1443,0.9828,-0.15412,-0.13752,0.9913,-1.51137,-1.34858,9.72129,-0.0741,-0.039,0.9594,-0.10951,-0.07211,1.03755,-0.60559,0.00472,10.2379,-0.1365,-0.0546,0.9633,-0.10314,-0.06983,0.98146,0.75918,-0.78301,9.64054,-0.1677,-0.0156,0.9789,-0.12954,-0.03946,0.97259,-0.1216,-2.13442,9.38951
10.3065,0.590228,-1.656891,5.585798,1.060648,0.049529,-0.337061,-1.054502,9.738047,-0.1326,-0.1287,0.9867,-0.10924,-0.12214,0.99531,-1.07125,-1.19774,9.76061,-0.0312,-0.0312,0.9399,-0.06778,-0.06461,1.01791,-0.52968,-0.38145,10.00312,-0.1053,-0.039,0.9633,-0.07289,-0.05489,0.98146,0.46771,-0.93641,9.60951,-0.1209,-0.0078,0.9945,-0.08371,-0.03185,0.98828,-0.21502,-1.70241,9.57895
10.3284,-0.225585,0.37371,-2.178918,0.94856,0.071278,-0.063079,-0.776134,9.708332,0.0039,-0.1014,0.975,0.02166,-0.09522,0.98328,0.21243,-0.93377,9.64265,0.0429,-0.0039,0.9165,0.00431,-0.03837,0.99433,-0.26713,-1.0574,9.6973,-0.0351,-0.0624,0.9711,-0.00484,-0.0773,0.98933,-0.20828,-0.75087,9.7004,0.0195,-0.0351,1.0023,0.05377,-0.05849,0.99613,0.01066,-0.3625,9.79297
10.3503,-1.411322,2.147641,-6.04509,1.217702,0.075819,0.067523,-0.758369,9.748797,0.0741,-0.0897,0.9672,0.08898,-0.08368,0.97526,0.87261,-0.82063,9.56402,0.1092,0.0,0.9009,0.0688,-0.03462,0.97862,-0.22507,-1.67002,9.47803,0.0039,-0.0936,0.9906,0.03297,-0.10718,1.00899,-0.5931,-0.50217,9.92532,0.0546,-0.0585,1.0218,0.08815,-0.08132,1.01574,0.21566,-0.04065,10.02782
10.3722,-2.417073,2.34701,-2.255663,1.132642,0.042554,-0.004624,-0.788468,9.737933,0.0117,-0.0936,0.9516,0.02914,-0.08753,0.95922,0.28578,-0.85834,9.40675,0.0507,0.0,0.8931,0.01189,-0.03462,0.97076,-0.23212,-1.107,9.45932,-0.0273,-0.078,1.0023,0.00272,-0.09224,1.02078,-0.29459,-0.65607,10.02552,0.0039,-0.0585,1.0296,0.0385,-0.08132,1.02359,0.22243,-0.53247,10.06015
10.3941,-0.56721,-0.800741,-0.058576,1.232865,0.057901,-0.09546,-0.871692,9.704476,-0.0195,-0.1092,0.9672,-0.00078,-0.10291,0.97526,-0.00763,-1.00919,9.56402,0.0195,-0.0156,0.9321,-0.01846,-0.04962,1.01005,-0.37815,-0.8527,9.87483,-0.0468,-0.0663,0.9711,-0.01618,-0.08103,0.98933,-0.09837,-0.71143,9.70922,-0.039,-0.0429,0.9945,-0.00351,-0.0661,0.98828,0.10231,-0.91345,9.66984
10.4159,0.370588,-1.339234,5.873477,1.301798,0.071735,-0.357504,-0.980585,9.739592,-0.1482,-0.1326,0.9828,-0.1242,-0.12598,0.9913,-1.21796,-1.23545,9.72129,-0.0429,-0.0351,0.936,-0.07916,-0.06836,1.01398,-0.5681,-0.26689,9.97675,-0.1053,-0.0507,0.9633,-0.07289,-0.06609,0.98146,0.46404,-0.82789,9.62642,-0.1092,-0.0195,0.9984,-0.07226,-0.04326,0.9922,-0.10799,-1.59211,9.63391
10.4378,0.382763,-2.588036,8.88358,0.984644,0.050817,-0.23255,-1.034481,9.753915,-0.1638,-0.1248,0.9828,-0.13916,-0.11829,0.9913,-1.36467,-1.16003,9.72129,-0.0819,-0.0156,0.9516,-0.1171,-0.04962,1.02969,-0.38674,0.0894,10.1668,-0.156,-0.039,0.9633,-0.12204,-0.05489,0.98146,0.9493,-0.92227,9.6233,-0.1677,-0.0156,0.9906,-0.12954,-0.03946,0.98436,-0.1281,-2.14502,9.50426
10.4598,0.104902,0.158255,-0.220021,0.844887,0.048347,-0.079283,-0.851192,9.741339,-0.0234,-0.1053,0.9828,-0.00452,-0.09906,0.9913,-0.04431,-0.97148,9.72129,0.0234,0.0,0.9204,-0.01466,-0.03462,0.99826,-0.23201,-0.87593,9.75456,-0.0546,-0.0546,0.9711,-0.02374,-0.06983,0.98933,-0.0206,-0.81778,9.69444,-0.0195,-0.0312,1.0062,0.01558,-0.05468,1.00005,-0.02022,-0.73958,9.79507
10.4817,-1.904442,2.01606,-7.99855,0.898023,0.058133,0.048878,-0.759187,9.702438,0.0975,-0.0858,0.9516,0.11142,-0.07984,0.95922,1.09267,-0.78292,9.40675,0.1287,0.0078,0.9048,0.08777,-0.02712,0.98255,-0.14907,-1.85813,9.49631,0.0351,-0.078,0.9906,0.06321,-0.09224,1.00899,-0.88457,-0.65557,9.89428,0.0858,-0.0507,1.0179,0.1187,-0.07371,1.01182,0.13648,0.25988,10.01242
10.5037,-0.768006,0.999828,-4.707288,1.210243,0.060563,-0.021054,-0.755635,9.730923,0.0507,-0.0975,0.975,0.06654,-0.09137,0.98328,0.65255,-0.89605,9.64265,0.0702,0.0039,0.9087,0.03086,-0.03087,0.98648,-0.19159,-1.30754,9.59291,0.0195,-0.0897,0.9828,0.04809,-0.10345,1.00112,-0.73823,-0.53077,9.83926,0.0273,-0.0546,1.0062,0.06141,-0.07751,1.00005,0.19305,-0.28818,9.84886
10.5256,-2.196807,0.272802,-0.157566,1.103596,0.026472,-0.107218,-0.934664,9.696894,-0.0234,-0.1131,0.9516,-0.00452,-0.10675,0.95922,-0.04431,-1.0469,9.40675,0.0312,-0.0078,0.9126,-0.00708,-0.04212,0.99041,-0.30555,-0.94285,9.67093,-0.0429,-0.0624,0.9984,-0.0124,-0.0773,1.01685,-0.1406,-0.79045,9.96913,-0.0429,-0.039,1.0023,-0.00733,-0.06229,0.99613,0.06158,-0.95846,9.74077
10.5475,0.685381,-1.079826,2.047216,1.146098,0.095879,-0.127699,-0.984236,9.70511,-0.0585,-0.117,0.9867,-0.03818,-0.1106,0.99531,-0.3744,-1.08461,9.76061,0.0195,-0.0234,0.9321,-0.01846,-0.05711,1.01005,-0.45166,-0.8536,9.87556,-0.0936,-0.0507,0.9594,-0.06155,-0.06609,0.97753,0.35382,-0.82518,9.58515,-0.0663,-0.0273,0.9906,-0.03025,-0.05087,0.98436,-0.03856,-1.17355,9.59912
10.5694,0.247762,-1.623087,9.652962,1.11092,0.019352,-0.306625,-1.109132,9.749048,-0.1833,-0.1326,0.9906,-0.15786,-0.12598,0.99931,-1.54805,-1.23545,9.79993,-0.0819,-0.0234,0.9282,-0.1171,-0.05711,1.00612,-0.46282,0.11246,9.93764,-0.1521,-0.039,0.975,-0.11826,-0.05489,0.99326,0.90951,-0.94125,9.7365,-0.1911,-0.0156,0.9945,-0.15246,-0.03946,0.98828,-0.12514,-2.37229,9.52213
10.5912,0.079409,-0.002107,1.075133,0.884177,0.035545,-0.088548,-0.85627,9.800336,-0.039,-0.1014,0.9867,-0.01948,-0.09522,0.99531,-0.19101,-0.93377,9.76061,0.0039,0.0,0.9282,-0.03363,-0.03462,1.00612,-0.23321,-0.69891,9.8505,-0.0624,-0.0585,0.975,-0.0313,-0.07356,0.99326,0.05135,-0.7854,9.74028,-0.0468,-0.0351,1.014,-0.01115,-0.05849,1.0079,0.01869,-1.00701,9.84996
10.6131,-1.647929,0.425666,0.285827,0.901785,0.060487,0.029566,-0.829581,9.734586,-0.0156,-0.0936,0.9555,0.00296,-0.08753,0.96323,0.02905,-0.85834,9.44606,0.0195,0.0078,0.9204,-0.01846,-0.02712,0.99826,-0.15891,-0.83803,9.75769,-0.0702,-0.0663,0.9867,-0.03887,-0.08103,1.00505,0.12024,-0.72877,9.86793,-0.0351,-0.0468,1.014,0.00031,-0.0699,1.0079,0.12788,-0.89318,9.86666
10.6349,-2.155989,1.869139,-5.457022,0.82356,0.047052,0.032969,-0.805744,9.709785,0.0663,-0.0897,0.9555,0.0815,-0.08368,0.96323,0.79926,-0.82063,9.44606,0.0897,0.0078,0.897,0.04983,-0.02712,0.97469,-0.15406,-1.48012,9.45829,0.0117,-0.0663,1.0023,0.04053,-0.08103,1.02078,-0.66137,-0.77547,9.998,0.0429,-0.0507,1.014,0.07669,-0.07371,1.0079,0.14804,-0.14675,9.93679
10.6568,-0.537529,-0.381398,-1.413402,0.908952,0.034212,-0.116451,-0.836959,9.721463,-0.0078,-0.1014,0.9711,0.01044,-0.09522,0.97927,0.1024,-0.93377,9.60334,0.0351,0.0,0.9282,-0.00328,-0.03462,1.00612,-0.22991,-0.99493,9.81961,-0.0234,-0.0663,0.975,0.0065,-0.08103,0.99326,-0.32155,-0.72392,9.74094,-0.0156,-0.0312,0.9984,0.0194,-0.05468,0.9922,-0.01674,-0.69522,9.72197
10.6787,-0.982384,-0.835767,-5.650987,1.007123,0.032703,-0.171808,-1.017231,9.778577,0.039,-0.1209,0.9711,0.05532,-0.11444,0.97927,0.54252,-1.12232,9.60334,0.1131,-0.0117,0.9477,0.0726,-0.04587,1.02576,-0.32978,-1.75629,9.93505,0.0351,-0.0507,0.9906,0.06321,-0.06609,1.00899,-0.876,-0.9088,9.85483,0.0273,-0.0312,0.9945,0.06141,-0.05468,0.98828,-0.02397,-0.28151,9.72109
10.7005,1.485802,-1.057289,3.221938,1.051694,0.061671,-0.276176,-0.920961,9.739538,-0.0858,-0.1209,1.0023,-0.06436,-0.11444,1.01134,-0.63113,-1.12232,9.91788,-0.0312,-0.0156,0.9282,-0.06778,-0.04962,1.00612,-0.38395,-0.36767,9.88671,-0.0585,-0.0507,0.9555,-0.02752,-0.06609,0.9736,0.02133,-0.82901,9.53752,-0.0858,-0.0195,0.9945,-0.04934,-0.04326,0.98828,-0.11095,-1.36484,9.61604
