t_sec,alpha_x,alpha_y,alpha_z,omega_z_abs,residual_rms,a_c_x,a_c_y,a_c_z,s1_raw_x,s1_raw_y,s1_raw_z,s1_cal_x,s1_cal_y,s1_cal_z,s1_disk_x,s1_disk_y,s1_disk_z,s2_raw_x,s2_raw_y,s2_raw_z,s2_cal_x,s2_cal_y,s2_cal_z,s2_disk_x,s2_disk_y,s2_disk_z,s3_raw_x,s3_raw_y,s3_raw_z,s3_cal_x,s3_cal_y,s3_cal_z,s3_disk_x,s3_disk_y,s3_disk_z,s4_raw_x,s4_raw_y,s4_raw_z,s4_cal_x,s4_cal_y,s4_cal_z,s4_disk_x,s4_disk_y,s4_disk_z
8.1711,-0.271996,-0.035763,-6.842388,0.80442,0.049944,-0.146484,-0.63735,9.545978,0.0663,-0.0741,0.9672,0.0815,-0.0683,0.97526,0.79926,-0.66979,9.56402,0.0897,-0.0039,0.9009,0.04983,-0.03837,0.97862,-0.26389,-1.48546,9.4977,0.0546,-0.0858,0.9633,0.08212,-0.09971,0.98146,-1.06583,-0.54691,9.63365,0.0702,-0.0273,0.9672,0.10342,-0.05087,0.96082,-0.05547,0.15275,9.48855
8.1929,0.555581,0.782513,-5.04896,1.033593,0.074029,0.057423,-0.872744,9.659037,0.0663,-0.1014,0.975,0.0815,-0.09522,0.98328,0.79926,-0.93377,9.64265,0.0936,0.0039,0.9165,0.05363,-0.03087,0.99433,-0.18825,-1.53754,9.64637,0.0,-0.0624,0.9516,0.02919,-0.0773,0.96966,-0.53711,-0.73083,9.50043,0.0273,-0.0507,1.0062,0.06141,-0.07371,1.00005,0.15579,-0.28884,9.8467
8.2150,2.23612,0.597412,-4.488063,1.129801,0.046155,0.057247,-0.847489,9.801878,0.0468,-0.1053,1.0218,0.0628,-0.09906,1.03139,0.61587,-0.97148,10.11447,0.078,0.0156,0.9204,0.03845,-0.01963,0.99826,-0.07921,-1.39218,9.69904,0.0078,-0.0663,0.9555,0.03675,-0.08103,0.9736,-0.61334,-0.7028,9.54203,0.0234,-0.0663,1.0062,0.05759,-0.08893,1.00005,0.30566,-0.3235,9.85198
8.2368,0.633772,1.713378,6.745614,1.250645,0.063918,-0.088534,-0.803825,9.719434,-0.117,-0.1014,0.9828,-0.09428,-0.09522,0.9913,-0.92455,-0.93377,9.72129,-0.0702,-0.0039,0.8931,-0.10572,-0.03837,0.97076,-0.28167,0.03964,9.57939,-0.1326,-0.078,0.9516,-0.09936,-0.09224,0.96966,0.71754,-0.54915,9.55905,-0.1248,-0.0468,1.0374,-0.08753,-0.0699,1.03144,0.13454,-1.77203,10.01801
8.2587,-2.870555,-3.205813,4.806755,0.832737,0.047348,-0.010831,-0.63051,9.775839,-0.0819,-0.0741,0.9516,-0.06062,-0.0683,0.95922,-0.59446,-0.66979,9.40675,-0.0663,0.0039,0.9555,-0.10192,-0.03087,1.03362,-0.20088,-0.06037,10.18785,-0.1326,-0.0858,1.0101,-0.09936,-0.09971,1.02865,0.70136,-0.56627,10.14161,-0.0741,-0.0351,0.9672,-0.03788,-0.05849,0.96082,0.05065,-1.22561,9.36716
8.2806,-2.085825,1.192971,5.235863,0.730212,0.062733,-0.244523,-0.391784,9.733515,-0.1131,-0.0468,0.9477,-0.09054,-0.04138,0.95521,-0.88787,-0.40582,9.36743,-0.0936,-0.0117,0.9009,-0.12848,-0.04587,0.97862,-0.3568,0.25277,9.67992,-0.1053,-0.1092,0.9828,-0.07289,-0.12212,1.00112,0.44111,-0.31508,9.9014,-0.0546,-0.0156,1.0296,-0.01879,-0.03946,1.02359,-0.17453,-1.09901,9.98532
8.3025,-2.741193,-3.108893,-3.825991,0.502125,0.090189,-0.219462,-0.576521,9.763492,0.0156,-0.0585,0.9477,0.03288,-0.05292,0.95521,0.32246,-0.51895,9.36743,0.0312,0.0,0.9672,-0.00708,-0.03462,1.04541,-0.22603,-0.99786,10.20662,0.0351,-0.0936,1.0062,0.06321,-0.10718,1.02471,-0.89312,-0.53473,10.06917,0.0273,-0.0234,0.9633,0.06141,-0.04707,0.95689,-0.08116,-0.25454,9.41075
8.3244,1.360904,1.660772,-5.164167,0.903758,0.067626,-0.067406,-0.687575,9.710501,0.0507,-0.0741,0.9945,0.06654,-0.0683,1.00332,0.65255,-0.66979,9.83925,0.0819,0.0,0.9048,0.04225,-0.03462,0.98255,-0.22753,-1.415,9.54337,0.0195,-0.0858,0.9477,0.04809,-0.09971,0.96573,-0.72876,-0.51326,9.49085,0.0429,-0.039,1.0179,0.07669,-0.06229,1.01182,0.03412,-0.15226,9.96853
8.3462,0.888291,0.348501,-6.38322,1.155795,0.057958,0.058716,-0.949712,9.691814,0.078,-0.1092,0.9867,0.09272,-0.10291,0.99531,0.90929,-1.00919,9.76061,0.1248,0.0039,0.9243,0.08398,-0.03087,1.00219,-0.18409,-1.84155,9.69211,0.0195,-0.0624,0.9555,0.04809,-0.0773,0.9736,-0.72325,-0.74224,9.53321,0.0351,-0.0585,0.9984,0.06905,-0.08132,0.9922,0.23292,-0.20588,9.78133
8.3681,1.858037,1.499484,-3.063095,1.17388,0.050002,-0.082364,-0.854029,9.732631,0.0117,-0.1053,1.0023,0.02914,-0.09906,1.01134,0.28578,-0.97148,9.91788,0.0702,0.0,0.9087,0.03086,-0.03462,0.98648,-0.22834,-1.30798,9.59327,-0.0039,-0.0741,0.9438,0.02541,-0.0885,0.9618,-0.5019,-0.60929,9.44222,0.0039,-0.0468,1.0218,0.0385,-0.0699,1.01574,0.11501,-0.52737,9.97714
8.3899,-0.271711,-1.272411,3.237312,1.210089,0.052778,-0.152863,-0.641548,9.787058,-0.0819,-0.0897,0.9789,-0.06062,-0.08368,0.98729,-0.59446,-0.82063,9.68197,-0.0507,-0.0078,0.9399,-0.08675,-0.04212,1.01791,-0.31121,-0.19375,10.02023,-0.078,-0.0897,0.9711,-0.04643,-0.10345,0.98933,0.19066,-0.48568,9.75153,-0.0546,-0.0429,0.9984,-0.01879,-0.0661,0.9922,0.10356,-1.06614,9.6945
8.4122,-2.220458,-1.660992,10.255511,1.002017,0.042204,-0.177991,-0.576909,9.757316,-0.1794,-0.0741,0.9516,-0.15412,-0.0683,0.95922,-1.51137,-0.66979,9.40675,-0.1443,-0.0078,0.9321,-0.1778,-0.04212,1.01005,-0.32197,0.70231,10.03627,-0.1794,-0.0936,0.9906,-0.14473,-0.10718,1.00899,1.14803,-0.45104,9.97518,-0.1404,-0.0273,0.9984,-0.10281,-0.05087,0.9922,-0.02665,-1.88911,9.61106
8.4361,-1.737833,-0.909126,1.055004,0.795132,0.055026,-0.168665,-0.339342,9.765233,-0.0585,-0.0429,0.9594,-0.03818,-0.03754,0.96724,-0.3744,-0.36811,9.48538,-0.0468,0.0,0.9321,-0.08295,-0.03462,1.01005,-0.23815,-0.22186,9.93901,-0.0507,-0.1131,0.9867,-0.01996,-0.12586,1.00505,-0.07967,-0.3001,9.93027,0.0078,-0.0351,0.9945,0.04232,-0.05849,0.98828,0.01755,-0.4673,9.70627
8.4600,-4.274341,0.483396,-5.133394,0.842604,0.064269,-0.127951,-0.534408,9.771223,0.0273,-0.0663,0.9321,0.0441,-0.06061,0.93917,0.43249,-0.59437,9.21015,0.0546,0.0039,0.9204,0.01569,-0.03087,0.99826,-0.19195,-1.17151,9.7233,0.0312,-0.0975,1.0296,0.05943,-0.11092,1.04831,-0.8628,-0.53326,10.30439,0.0741,-0.0468,1.0023,0.10724,-0.0699,0.99613,0.11045,0.1615,9.84705
8.4839,3.589824,0.856481,-6.078723,1.239686,0.040366,-0.131716,-0.54821,9.71987,0.0468,-0.0897,1.0257,0.0628,-0.08368,1.0354,0.61587,-0.82063,10.15379,0.0663,-0.0039,0.9126,0.02707,-0.03837,0.99041,-0.26508,-1.27542,9.63582,0.0429,-0.0975,0.9204,0.07078,-0.11092,0.93821,-0.9483,-0.3695,9.2348,0.0858,-0.0429,1.0023,0.1187,-0.0661,0.99613,0.07064,0.27271,9.85508
8.5077,-0.445897,-0.634214,-4.480185,1.192245,0.030545,-0.069042,-1.028874,9.764255,0.039,-0.1248,0.9828,0.05532,-0.11829,0.9913,0.54252,-1.16003,9.72129,0.1014,-0.0078,0.936,0.06122,-0.04212,1.01398,-0.29555,-1.63286,9.83132,0.0078,-0.0585,0.9867,0.03675,-0.07356,1.00505,-0.61822,-0.82287,9.83544,0.0039,-0.0429,0.9906,0.0385,-0.0661,0.98436,0.09508,-0.49974,9.66896
8.5316,3.242071,-0.020402,4.276309,1.401753,0.076662,-0.039154,-0.88678,9.83143,-0.0663,-0.1209,1.0335,-0.04566,-0.11444,1.04342,-0.44775,-1.12232,10.23243,-0.0312,-0.0117,0.9243,-0.06778,-0.04587,1.00219,-0.34762,-0.36323,9.84803,-0.117,-0.078,0.936,-0.08423,-0.09224,0.95394,0.57302,-0.52964,9.40246,-0.1014,-0.039,1.0179,-0.06462,-0.06229,1.01182,0.06573,-1.53193,9.84281
8.5554,-3.327797,-1.157852,4.832584,0.97055,0.067608,-0.070107,-0.679436,9.761183,-0.0819,-0.0741,0.9438,-0.06062,-0.0683,0.9512,-0.59446,-0.66979,9.32811,-0.0624,-0.0039,0.9282,-0.09813,-0.03837,1.00612,-0.27698,-0.07031,9.9165,-0.1131,-0.0897,1.014,-0.08045,-0.10345,1.03258,0.51399,-0.5415,10.18002,-0.0936,-0.039,0.9945,-0.05698,-0.06229,0.98828,0.07702,-1.43614,9.62009
8.5794,-2.134631,1.848311,1.762894,0.83599,0.101428,-0.099824,-0.341312,9.709327,-0.0663,-0.0429,0.9516,-0.04566,-0.03754,0.95922,-0.44775,-0.36811,9.40675,-0.0312,0.0,0.8892,-0.06778,-0.03462,0.96683,-0.24122,-0.32595,9.50209,-0.0936,-0.1209,0.9867,-0.06155,-0.13333,1.00505,0.32539,-0.21578,9.95321,0.0117,-0.0312,1.0218,0.04614,-0.05468,1.01574,-0.03571,-0.45541,9.97526
8.6032,-3.4696,-0.834187,-8.821019,1.067819,0.094753,-0.107952,-0.459354,9.649084,0.0897,-0.0585,0.9165,0.10394,-0.05292,0.92314,1.01932,-0.51895,9.05288,0.1014,-0.0078,0.9438,0.06122,-0.04212,1.02183,-0.29469,-1.64084,9.90795,0.0702,-0.117,0.9906,0.09724,-0.12959,1.00899,-1.23021,-0.30361,9.9411,0.1209,-0.0429,0.9828,0.15307,-0.0661,0.97651,0.07377,0.62599,9.6944
8.6271,-0.874708,0.989845,-5.876632,1.222903,0.038437,-0.180102,-0.744136,9.767935,0.039,-0.1053,0.9711,0.05532,-0.09906,0.97927,0.54252,-0.97148,9.60334,0.0858,-0.0117,0.9204,0.04604,-0.04587,0.99826,-0.33567,-1.46932,9.69387,0.0429,-0.0858,0.9828,0.07078,-0.09971,1.00112,-0.95927,-0.57347,9.82726,0.0624,-0.039,1.014,0.09578,-0.06229,1.0079,0.03201,0.03772,9.94727
8.6509,2.632664,-1.90856,2.528158,1.403098,0.097542,-0.181143,-0.951869,9.724247,-0.0585,-0.1326,1.014,-0.03818,-0.12598,1.02337,-0.3744,-1.23545,10.03584,-0.0234,-0.0156,0.9399,-0.06019,-0.04962,1.01791,-0.38183,-0.45366,9.99393,-0.0507,-0.0624,0.936,-0.01996,-0.0773,0.95394,-0.05186,-0.69283,9.36187,-0.0936,-0.039,0.9828,-0.05698,-0.06229,0.97651,0.08351,-1.42554,9.50534
8.6747,0.41454,0.679705,8.078725,1.214539,0.035928,-0.094204,-0.93068,9.788305,-0.1326,-0.1209,0.9984,-0.10924,-0.11444,1.00733,-1.07125,-1.12232,9.87856,-0.078,-0.0078,0.9009,-0.11331,-0.04212,0.97862,-0.31839,0.10521,9.66411,-0.1599,-0.0624,0.975,-0.12582,-0.0773,0.99326,0.97626,-0.72203,9.77244,-0.1482,-0.0351,1.0218,-0.11045,-0.05849,1.01574,0.03657,-1.98358,9.83811
8.6985,-0.958436,-0.743269,4.582419,1.023713,0.113567,0.003516,-0.609909,9.740301,-0.0585,-0.0702,0.9672,-0.03818,-0.06445,0.97526,-0.3744,-0.63208,9.56402,-0.0741,0.0039,0.9243,-0.10951,-0.03087,1.00219,-0.20514,0.04559,9.88904,-0.1092,-0.0975,0.975,-0.07667,-0.11092,0.99326,0.48366,-0.41059,9.80938,-0.0936,-0.0429,1.0023,-0.05698,-0.0661,0.99613,0.10994,-1.44256,9.69877
8.7223,-3.806584,1.91054,-5.056109,0.870412,0.04449,-0.076553,-0.353956,9.671469,0.0507,-0.0507,0.9282,0.06654,-0.04523,0.93517,0.65255,-0.44353,9.17084,0.0312,0.0,0.8892,-0.00708,-0.03462,0.96683,-0.23461,-0.91799,9.44031,0.0195,-0.117,1.0101,0.04809,-0.12959,1.02865,-0.7532,-0.3193,10.14532,0.0858,-0.039,1.0101,0.1187,-0.06229,1.00397,0.02905,0.26499,9.92941
8.7461,-0.731286,-0.619905,-6.90689,1.103642,0.066972,-0.189189,-0.459519,9.719728,0.0663,-0.0624,0.9711,0.0815,-0.05676,0.97927,0.79926,-0.55666,9.60334,0.0741,-0.0273,0.9321,0.03466,-0.06086,1.01005,-0.48264,-1.37208,9.82186,0.0429,-0.1131,0.975,0.07078,-0.12586,0.99326,-0.96601,-0.30831,9.79055,0.0975,-0.0234,0.9828,0.13016,-0.04707,0.97651,-0.10736,0.39898,9.66317
8.7700,-1.188875,-1.050887,-3.720352,1.272789,0.052987,-0.266103,-0.839345,9.760674,0.0039,-0.1131,0.9633,0.02166,-0.10675,0.97125,0.21243,-1.0469,9.5247,0.0702,-0.0273,0.9477,0.03086,-0.06086,1.02576,-0.48134,-1.35106,9.97899,0.0156,-0.0819,0.9828,0.04431,-0.09598,1.00112,-0.69873,-0.60203,9.82905,0.0195,-0.0234,0.9945,0.05377,-0.04707,0.98828,-0.09677,-0.3574,9.70996
8.7938,3.164337,-0.353165,4.412128,1.40872,0.085284,-0.284184,-1.024706,9.747025,-0.1092,-0.1287,1.0218,-0.0868,-0.12214,1.03139,-0.85119,-1.19774,10.11447,-0.0117,-0.0234,0.9243,-0.04881,-0.05711,1.00219,-0.45582,-0.54959,9.82982,-0.078,-0.0702,0.9282,-0.04643,-0.08477,0.94607,0.20685,-0.60094,9.3044,-0.1248,-0.0273,1.0101,-0.08753,-0.05087,1.00397,-0.03657,-1.75056,9.73941
8.8176,-1.093827,-0.355067,7.222503,1.177159,0.051772,0.000374,-0.990057,9.743069,-0.1209,-0.1209,0.9672,-0.09802,-0.11444,0.97526,-0.96122,-1.12232,9.56402,-0.0507,0.0039,0.9204,-0.08675,-0.03087,0.99826,-0.20309,-0.17243,9.82756,-0.1638,-0.0585,0.9828,-0.1296,-0.07356,1.00112,1.0127,-0.76904,9.84404,-0.1404,-0.0468,1.0101,-0.10281,-0.0699,1.00397,0.15311,-1.89643,9.73666
8.8414,-0.781278,1.576878,1.27626,1.05809,0.097747,-0.01185,-0.58988,9.718933,-0.0195,-0.0663,0.9711,-0.00078,-0.06061,0.97927,-0.00763,-0.59437,9.60334,-0.0234,0.0,0.8931,-0.06019,-0.03462,0.97076,-0.23996,-0.40394,9.53268,-0.0663,-0.1014,0.975,-0.03508,-0.11465,0.99326,0.07493,-0.38638,9.80334,-0.0429,-0.0468,1.0218,-0.00733,-0.0699,1.01574,0.12526,-0.97483,9.93637
8.8652,-4.75971,0.079785,-9.072927,0.89809,0.032141,-0.101717,-0.546274,9.727199,0.0975,-0.0663,0.9204,0.11142,-0.06061,0.92715,1.09267,-0.59437,9.0922,0.1131,-0.0039,0.9282,0.0726,-0.03837,1.00612,-0.25841,-1.73543,9.74274,0.0702,-0.1092,1.0296,0.09724,-0.12212,1.04831,-1.23692,-0.43561,10.31069,0.117,-0.0351,0.9906,0.14925,-0.05849,0.98436,-0.00421,0.58032,9.76317
8.8891,0.776369,-0.311448,-4.198727,1.288146,0.042093,-0.352858,-0.547975,9.735996,0.0039,-0.078,0.9906,0.02166,-0.07215,0.99931,0.21243,-0.7075,9.79993,0.0468,-0.0351,0.9282,0.0081,-0.06836,1.00612,-0.55947,-1.10997,9.81131,0.039,-0.1131,0.9555,0.067,-0.12586,0.9736,-0.92439,-0.2774,9.60118,0.0468,-0.0195,0.9945,0.08051,-0.04326,0.98828,-0.14,-0.09704,9.73158
8.9129,-0.496966,-2.021491,2.216037,1.260743,0.120884,-0.193599,-0.879694,9.675341,-0.0468,-0.1092,0.9594,-0.02696,-0.10291,0.96724,-0.26437,-1.00919,9.48538,-0.0117,-0.0312,0.9477,-0.04881,-0.06461,1.02576,-0.52676,-0.57445,10.06044,-0.0702,-0.0741,0.9594,-0.03887,-0.0885,0.97753,0.12421,-0.61466,9.6126,-0.0819,-0.0195,0.9867,-0.04552,-0.04326,0.98043,-0.10748,-1.32049,9.54294
8.9367,0.705265,-0.358368,7.817869,1.213723,0.040176,-0.146205,-0.866054,9.684395,-0.1365,-0.1092,0.9828,-0.11298,-0.10291,0.9913,-1.10793,-1.00919,9.72129,-0.0819,-0.0156,0.9126,-0.1171,-0.04962,0.99041,-0.39103,0.12934,9.78364,-0.1482,-0.0624,0.9516,-0.11448,-0.0773,0.96966,0.87062,-0.6895,9.54074,-0.1404,-0.0351,1.0062,-0.10281,-0.05849,1.00005,0.04352,-1.89487,9.6919
8.9605,0.071577,1.227827,7.52182,1.059323,0.037744,0.042449,-0.794146,9.729583,-0.1131,-0.0936,0.9828,-0.09054,-0.08753,0.9913,-0.88787,-0.85834,9.72129,-0.0819,0.0078,0.8931,-0.1171,-0.02712,0.97076,-0.17264,0.15199,9.58988,-0.1638,-0.0663,0.9672,-0.1296,-0.08103,0.98539,1.01391,-0.67283,9.70297,-0.1287,-0.0546,1.0257,-0.09135,-0.07751,1.01967,0.21639,-1.7974,9.9042
8.9843,-1.701205,1.765403,-4.9205,0.839602,0.117032,-0.220011,-0.567979,9.777991,-0.0039,-0.0663,0.9711,0.01418,-0.06061,0.97927,0.13908,-0.59437,9.60334,0.078,0.0,0.9009,0.03845,-0.03462,0.97862,-0.22838,-1.374,9.50892,0.0273,-0.0975,1.0023,0.05565,-0.11092,1.02078,-0.81934,-0.49042,10.03884,0.078,-0.039,1.014,0.11106,-0.06229,1.0079,0.0286,0.18687,9.96086
9.0081,-0.364126,-0.550615,-7.487065,1.087583,0.028979,-0.300336,-0.559898,9.787938,0.0468,-0.078,0.9828,0.0628,-0.07215,0.9913,0.61587,-0.7075,9.72129,0.0936,-0.0195,0.9399,0.05363,-0.05336,1.01791,-0.40621,-1.56419,9.87846,0.0741,-0.1092,0.9789,0.10102,-0.12212,0.99719,-1.26206,-0.35915,9.81451,0.0975,-0.0195,0.9906,0.13016,-0.04326,0.98436,-0.14895,0.39125,9.7375
9.0320,-1.801215,-1.899011,-1.874973,1.116961,0.041579,-0.402978,-0.768262,9.763189,-0.0312,-0.0975,0.9594,-0.012,-0.09137,0.96724,-0.11766,-0.89605,9.48538,0.0351,-0.0429,0.9516,-0.00328,-0.07585,1.02969,-0.63164,-1.02382,10.05351,0.0039,-0.0819,0.9945,0.03297,-0.09598,1.01292,-0.59034,-0.61666,9.94649,0.0,-0.0039,0.9828,0.03468,-0.02804,0.97651,-0.27227,-0.53651,9.56737
9.0559,1.214722,-1.427694,0.642362,1.246376,0.096513,-0.361947,-0.864281,9.769509,-0.0546,-0.1014,0.9945,-0.03444,-0.09522,1.00332,-0.33772,-0.93377,9.83925,0.0117,-0.039,0.9477,-0.02605,-0.07211,1.02576,-0.59779,-0.79736,10.038,-0.0195,-0.078,0.9516,0.01028,-0.09224,0.96966,-0.35678,-0.58069,9.52828,-0.0624,-0.0156,0.9984,-0.02643,-0.03946,0.9922,-0.1555,-1.1453,9.67251
9.0796,-1.325231,1.167363,9.469233,1.14126,0.022635,-0.059313,-0.849677,9.746491,-0.1521,-0.1053,0.9672,-0.12794,-0.09906,0.97526,-1.25464,-0.97148,9.56402,-0.1014,0.0,0.8931,-0.13607,-0.03462,0.97076,-0.24822,0.33611,9.60991,-0.1794,-0.0702,0.9867,-0.14473,-0.08477,1.00505,1.15629,-0.66213,9.90328,-0.1599,-0.0429,1.0296,-0.12191,-0.0661,1.02359,0.10931,-2.10121,9.90876
9.1034,-0.672031,1.53187,2.872494,0.952278,0.063865,0.037252,-0.740966,9.7849,-0.0507,-0.078,0.9828,-0.0307,-0.07215,0.9913,-0.30104,-0.7075,9.72129,-0.0195,0.0078,0.897,-0.0564,-0.02712,0.97469,-0.16561,-0.44404,9.56641,-0.1014,-0.078,0.9867,-0.06911,-0.09224,1.00505,0.41294,-0.61154,9.89333,-0.0663,-0.0546,1.0257,-0.03025,-0.07751,1.01967,0.20272,-1.20078,9.95857
9.1272,-1.254929,0.994248,-5.442845,0.798725,0.049209,-0.097493,-0.559009,9.701004,0.039,-0.0663,0.9633,0.05532,-0.06061,0.97125,0.54252,-0.59437,9.5247,0.0741,0.0,0.9087,0.03466,-0.03462,0.98648,-0.22793,-1.34499,9.58941,0.0156,-0.0936,0.9828,0.04431,-0.10718,1.00112,-0.7024,-0.4935,9.84596,0.078,-0.0351,1.0023,0.11106,-0.05849,0.99613,-0.00216,0.19683,9.84394
9.1510,-0.163955,-0.729905,-3.77576,1.098309,0.069727,-0.376839,-0.766935,9.733106,-0.0156,-0.0936,0.9789,0.00296,-0.08753,0.98729,0.02905,-0.85834,9.68197,0.078,-0.0312,0.936,0.03845,-0.06461,1.01398,-0.51856,-1.41353,9.85668,0.0234,-0.0897,0.9711,0.05187,-0.10345,0.98933,-0.77252,-0.51396,9.72395,0.0273,-0.0078,0.9906,0.06141,-0.03185,0.98436,-0.24532,-0.28191,9.66983
9.1752,-0.838293,-1.641556,-3.304156,1.214804,0.042179,-0.448054,-0.85745,9.74521,-0.0117,-0.1092,0.975,0.0067,-0.10291,0.98328,0.06572,-1.00919,9.64265,0.0624,-0.0507,0.9438,0.02328,-0.08335,1.02183,-0.70313,-1.27574,9.95058,0.0312,-0.078,0.9867,0.05943,-0.09224,1.00505,-0.84661,-0.64852,9.85726,0.0039,0.0,0.9789,0.0385,-0.02423,0.97259,-0.30821,-0.49635,9.53035
9.1993,0.75312,-0.635551,3.224002,1.251604,0.128283,-0.25967,-0.918317,9.768858,-0.0741,-0.1014,0.9945,-0.05314,-0.09522,1.00332,-0.5211,-0.93377,9.83925,-0.0195,-0.0273,0.9282,-0.0564,-0.06086,1.00612,-0.49298,-0.48003,9.87622,-0.0546,-0.0741,0.9633,-0.02374,-0.0885,0.98146,-0.02489,-0.62497,9.64645,-0.1131,-0.0312,1.0062,-0.07608,-0.05468,1.00005,0.00029,-1.6345,9.71352
9.2234,-2.343158,0.638845,7.921904,1.018949,0.086168,0.031971,-0.780199,9.739241,-0.1053,-0.0936,0.9516,-0.08306,-0.08753,0.95922,-0.81452,-0.85834,9.40675,-0.1053,0.0039,0.9009,-0.13986,-0.03087,0.97862,-0.21101,0.36557,9.69004,-0.1599,-0.0663,0.9984,-0.12582,-0.08103,1.01685,0.96954,-0.72164,10.00659,-0.1404,-0.0507,1.0218,-0.10281,-0.07371,1.01574,0.18387,-1.90638,9.85358
9.2469,0.039564,1.703402,2.377321,0.890105,0.091973,-0.020142,-0.675056,9.78815,-0.0507,-0.0702,0.9789,-0.0307,-0.06445,0.98729,-0.30104,-0.63208,9.68197,-0.0195,0.0078,0.9087,-0.0564,-0.02712,0.98648,-0.16432,-0.45603,9.68136,-0.0858,-0.0858,0.9633,-0.05399,-0.09971,0.98146,0.2678,-0.50775,9.67184,-0.0546,-0.0468,1.0413,-0.01879,-0.0699,1.03536,0.11699,-1.10437,10.11743
9.2704,-2.981644,0.666821,-5.60346,0.582606,0.037315,-0.198521,-0.703006,9.723038,0.0312,-0.078,0.9438,0.04784,-0.07215,0.9512,0.46917,-0.7075,9.32811,0.0897,-0.0039,0.9165,0.04983,-0.03837,0.99433,-0.26218,-1.50143,9.65096,0.0312,-0.0819,1.0101,0.05943,-0.09598,1.02865,-0.85332,-0.64814,10.09141,0.0624,-0.0195,1.0023,0.09578,-0.04326,0.99613,-0.14775,0.04505,9.82167
9.2939,0.358303,-1.428535,-6.996556,1.047745,0.048835,-0.432641,-0.723276,9.740542,0.0351,-0.0858,0.9867,0.05158,-0.07984,0.99531,0.50584,-0.78292,9.76061,0.1014,-0.039,0.9477,0.06122,-0.07211,1.02576,-0.5883,-1.64842,9.94919,0.0858,-0.0897,0.9672,0.11236,-0.10345,0.98539,-1.36434,-0.5254,9.66888,0.0624,-0.0039,0.9789,0.09578,-0.02804,0.97259,-0.28377,0.06364,9.58349
9.3175,-0.969236,-2.0358,-3.248473,1.130476,0.05648,-0.382162,-0.884745,9.742288,-0.0117,-0.1092,0.9672,0.0067,-0.10291,0.97526,0.06572,-1.00919,9.56402,0.0702,-0.0429,0.9555,0.03086,-0.07585,1.03362,-0.6275,-1.36083,10.05708,0.0156,-0.0702,0.9828,0.04431,-0.08477,1.00112,-0.69506,-0.71056,9.81214,0.0078,-0.0039,0.9789,0.04232,-0.02804,0.97259,-0.27181,-0.4584,9.53591
9.3414,1.32749,-0.098018,3.107051,1.211133,0.064175,-0.16907,-0.816301,9.731498,-0.0702,-0.1014,0.9945,-0.0494,-0.09522,1.00332,-0.48443,-0.93377,9.83925,-0.0273,-0.0156,0.9204,-0.06398,-0.04962,0.99826,-0.38439,-0.39669,9.80622,-0.0741,-0.0741,0.9477,-0.04265,-0.0885,0.96573,0.164,-0.59567,9.49941,-0.0819,-0.0351,1.0101,-0.04552,-0.05849,1.00397,0.02854,-1.33907,9.78112
9.3653,-1.594436,1.874376,6.74366,1.115713,0.042161,0.011094,-0.834352,9.754524,-0.1014,-0.1014,0.9633,-0.07932,-0.09522,0.97125,-0.77784,-0.93377,9.5247,-0.0702,0.0039,0.8892,-0.10572,-0.03087,0.96683,-0.20859,0.04453,9.54034,-0.1482,-0.0702,0.9906,-0.11448,-0.08477,1.00899,0.85901,-0.6768,9.93288,-0.1248,-0.0507,1.0374,-0.08753,-0.07371,1.03144,0.17179,-1.77137,10.02018
9.3892,-0.262127,1.616183,3.68795,0.933005,0.102732,-0.028928,-0.675904,9.780937,-0.0546,-0.078,0.9789,-0.03444,-0.07215,0.98729,-0.33772,-0.7075,9.68197,-0.0546,0.0078,0.9009,-0.09054,-0.02712,0.97862,-0.16889,-0.11501,9.63948,-0.0897,-0.0858,0.9711,-0.05777,-0.09971,0.98933,0.30302,-0.51859,9.74908,-0.0819,-0.0429,1.0374,-0.04552,-0.0661,1.03144,0.08789,-1.36251,10.05322
9.4130,-2.257162,-0.869223,-2.909063,0.754471,0.051642,-0.276214,-0.747268,9.731578,-0.0039,-0.0819,0.9516,0.01418,-0.07599,0.95922,0.13908,-0.74521,9.40675,0.0546,-0.0195,0.936,0.01569,-0.05336,1.01398,-0.41077,-1.19017,9.87875,0.0039,-0.0819,0.9984,0.03297,-0.09598,1.01685,-0.59126,-0.62263,9.98458,0.0117,-0.0078,0.9906,0.04614,-0.03185,0.98436,-0.24191,-0.43106,9.65623
9.4369,-1.069571,-1.88396,-6.800981,0.914868,0.032417,-0.44988,-0.805341,9.740868,0.0273,-0.0936,0.9672,0.0441,-0.08753,0.97526,0.43249,-0.85834,9.56402,0.1053,-0.039,0.9555,0.06501,-0.07211,1.03362,-0.58703,-1.69341,10.02196,0.0819,-0.0741,0.9867,0.10858,-0.0885,1.00505,-1.32697,-0.69884,9.83783,0.0585,0.0,0.975,0.09197,-0.02423,0.96866,-0.318,0.02923,9.53967
